"","P_MASS_EST","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_TEMP_EQUIL","S_RADIUS_EST","S_LUMINOSITY","P_HABITABLE"
"Kepler-282 c",-0.933841111467707,-0.350088424276764,-0.179334943885257,0.102872490014093,-0.188803313224899,-0.355055667534866,"non-habitable"
"HD 141399 c",1.4070112891272,0.690544218588286,1.27330127832258,-1.08187023890107,-0.0824282223190217,0.0404402417327693,"non-habitable"
"Kepler-79 e",-0.660782375278174,0.204585655216265,0.772991815881962,-0.45449719428349,-0.0634141463612317,0.424347759393464,"non-habitable"
"Kepler-1140 b",-0.392851839582029,-0.256505515400004,0.118237668792524,-0.536427209111506,-0.242093709141958,-0.735856050275355,"non-habitable"
"Kepler-257 b",-0.433928698840437,-0.515540746666342,-0.988664285803429,0.962088629631977,-0.144917104822616,-0.36752245582501,"non-habitable"
"Kepler-301 c",-0.857052204338918,-0.45450149735579,-0.634769483360148,0.594447391988378,-0.188803313224899,-0.273924815989271,"non-habitable"
"TOI 172 b",2.06438634025446,-0.382750239691426,-0.364106604831927,0.734131884923289,0.0870528538751694,0.665848248196625,"non-habitable"
"8 UMi b",1.39992947798343,0.382423447858923,0.850343776140734,0.57369683101734,2.75784210807129,3.94186422697821,"non-habitable"
"HD 118203 b",1.75352996044561,-0.431422667731135,-0.576467284128854,1.11264480158239,0.174825270679737,1.0999004225868,"non-habitable"
"HATS-11 b",1.80978600340333,-0.476161048007823,-0.816548804684777,1.31832999870879,0.0118193537569688,0.967289618589223,"non-habitable"
"14 Her b",1.99364879999869,2.76622844806902,2.47102709603914,-2.48775718930379,-0.179399125710124,-0.418999929793943,"non-habitable"
"Kepler-65 e",1.18111560986278,0.922243127045026,1.40961908114807,-0.99863688069522,-0.0289321254737232,0.588940609161241,"non-habitable"
"Kepler-1029 b",-0.894991955002278,-0.479421067249958,-0.728461090349088,0.403688887842672,-0.229554792455591,-0.663049951217513,"non-habitable"
"WASP-10 b",1.81032777011493,-0.506500802795487,-0.883393608130752,0.421869883381472,-0.251497896656733,-0.790879436518869,"non-habitable"
"Kepler-1068 b",-0.196430258793339,-0.298623483132273,-0.0674992597351198,0.0932213955205185,-0.154321292337391,-0.138952090783191,"non-habitable"
"Kepler-810 b",-0.638903285608081,-0.466978075874076,-0.710448541782506,0.773301463102593,-0.144917104822616,-0.102513702478301,"non-habitable"
"CoRoT-19 b",1.32251587011287,-0.473589190435703,-0.784269460848756,1.24013143317952,0.0463013746444774,0.809354353087015,"non-habitable"
"Kepler-1043 b",-0.452139284068298,-0.115026684211623,0.369109502407022,-0.436627877658611,-0.188803313224899,-0.34498522625636,"non-habitable"
