"","P_MASS_EST","P_RADIUS_EST","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_DISTANCE","P_PERIASTRON","P_APASTRON","P_FLUX","P_TEMP_EQUIL","P_TYPE","S_TEMPERATURE","S_RADIUS_EST","S_TYPE_TEMP","S_LUMINOSITY","S_HZ_MIN","S_HZ_MAX","P_HABITABLE"
"Kepler-272 d",-0.535670811482611,-0.606677748670376,-0.38365122111514,-0.292034015971905,-0.384725561346837,-0.362156810340829,-0.390542931401249,0.0886589593133661,0.158916063993858,"Superterran",-0.0765717720152419,-0.179399125710124,"K",-0.433738396139568,-0.259889602233289,-0.249515744471379,"non-habitable"
"Kepler-548 b",0.723447685867083,1.27702093686355,-0.473815623288835,-0.724751899611897,-0.472381248253381,-0.466418747646845,-0.471383043426,0.672434006738838,0.632734614979817,"Jovian",0.19631292427871,-0.188803313224899,"G",-0.379765047656461,-0.241685592712277,-0.235339894666034,"non-habitable"
"Kepler-1595 b",-0.904672103408129,-0.803935033346541,-0.47593890402268,-0.713759834521385,-0.474445451272905,-0.468874011114669,-0.47328674653106,0.461297202412705,0.461826488501112,"Terran",-0.187742030710246,-0.220150604940816,"K",-0.590458634486769,-0.330622818020259,-0.316390345240322,"non-habitable"
"Kepler-690 b",0.176879958540296,0.108650866089341,-0.410093626217632,-0.463750586359635,-0.410432238559146,-0.392733582509798,-0.41425081321664,0.632640044656826,0.60054858896876,"Neptunian",0.606484291410756,-0.107300354763515,"G",0.102767178646515,-0.0468717158907089,-0.0557592000457751,"non-habitable"
"K2-90 c",-0.875866318762005,-0.790929058532728,-0.513164838026654,-0.909945243527823,-0.509177551429468,-0.530240594999053,-0.492549255597162,0.300624965818489,0.320976596074886,"Terran",-1.11110023779622,-0.276575730029467,"K",-0.865862013682149,-0.475011771231916,-0.449484981913601,"non-habitable"
"Kepler-800 b",-0.373017045668275,-0.491791637815028,-0.344898563695258,-0.161035020511751,-0.347051149675479,-0.31734503273297,-0.355797853614952,-0.184583269374748,-0.0651467680748247,"Neptunian",-0.0555090247514737,-0.213881146597633,"G",-0.538317493770082,-0.308129588181602,-0.296135651167645,"non-habitable"
"WASP-62 b",0.968755190257082,1.81893655410576,-0.46729531483164,-0.729047370378223,-0.466042359480437,-0.458878965036516,-0.465537028220351,1.14187375065782,1.01186349948113,"Jovian",0.930735479114655,-0.0853572505623736,"F",0.361046764125962,0.0519566971211766,0.0328074185752033,"non-habitable"
"Kepler-971 b",-0.573481232618176,-0.630522035829034,-0.398023492315574,-0.35815642951406,-0.398697941511398,-0.378776238881575,-0.40342890397893,0.119057379913512,0.183716003381388,"Superterran",0.0785414552214675,-0.204476959082858,"G",-0.470654951922804,-0.279613561312836,-0.27024953698435,"non-habitable"
"HAT-P-56 b",1.66518869941896,2.23079242320984,-0.492840126632316,-0.925729903758972,-0.490876417837227,-0.488417801897269,-0.488440140732978,1.62171852770677,1.39886194162727,"Jovian",1.25688606500092,-0.010123750444173,"F",0.877256282069038,0.274467434923465,0.236525852458775,"non-habitable"
"Kepler-1162 b",-0.549239359383406,-0.615348398546252,-0.166193189704571,0.279066851030401,-0.17331803623601,-0.110698417770985,-0.195573173979171,-0.65716753687007,-0.461794308114039,"Superterran",0.0314914740243071,-0.20761168825445,"G",-0.494532042258448,-0.289534742574818,-0.279234048549033,"non-habitable"
"Kepler-793 b",-0.847761258688559,-0.777923083718915,-0.475634035218271,-0.746722616521427,-0.474149065073667,-0.468521474953994,-0.473013405526106,0.82792578913032,0.758410828508699,"Terran",0.427521821387297,-0.166860209023758,"G",-0.214909968186017,-0.176400230207177,-0.175994837427413,"non-habitable"
"GJ 3138 d",-0.282704815727874,-0.418115710361261,0.703606484742023,1.40748856929141,0.722049891768799,0.494245175066321,0.85661451456704,-1.91416000590613,-2.41588547031802,"Neptunian",-2.27580080298764,-0.314192480088567,"M",-0.976398392209832,-0.566960805440979,-0.536378589350243,"non-habitable"
"HD 195019 b",1.91980387406168,1.46268596486244,-0.275667932366646,-0.0294528566551471,-0.279732104538023,-0.24078247401734,-0.291022025914651,0.27462232584695,0.310319527952603,"Jovian",0.434002942899185,-0.00698902127258133,"G",0.403355449043293,0.0930163851745407,0.0794056399129007,"non-habitable"
"WASP-7 b",1.25470428288865,1.84061317879544,-0.450562776237828,-0.676255251243506,-0.449775383503539,-0.439530232634589,-0.450534873691822,1.21796975298191,1.07325722974764,"Jovian",1.0978923389141,-0.0226626671305398,"F",0.725909581242629,0.210286244326556,0.178774356031719,"non-habitable"
"Kepler-678 b",0.0652448029033196,-0.0474208316764155,-0.426917730922877,-0.494462152195102,-0.426788232931348,-0.412188197720676,-0.429335064609645,0.365954368987126,0.384513956340935,"Neptunian",0.179463875238568,-0.185668584053308,"G",-0.374054548440979,-0.238792774532169,-0.232381408437577,"non-habitable"
"Kepler-250 d",-0.559550161631694,-0.621851385953158,-0.303857394298594,-0.0455970588543427,-0.307151901100835,-0.269886925903211,-0.319000928756939,-0.396475467162357,-0.241005391494834,"Superterran",-0.239267602403123,-0.217015875769225,"K",-0.593535985201638,-0.331316313800959,-0.316516501663596,"non-habitable"
"Kepler-407 c",2.45946245444608,1.33883006284312,3.39223518194012,2.76132559734368,3.28610137657576,4.00410328720395,2.99486275484385,-1.93320171054571,-2.62223041268802,"Jovian",0.129774623517411,-0.154321292337391,"G",-0.279372542762852,-0.196275593428211,-0.191144650108945,"non-habitable"
"HD 219134 c",-0.640343160785206,-0.74974347162232,-0.442242732311117,-0.5296366535031,-0.441405336516611,-0.440731390529376,-0.434716113124605,0.0114379705203052,0.0947164506760009,"Superterran",-0.820323395254309,-0.226420063284,"K",-0.734290526613179,-0.39673602820056,-0.374436073848798,"non-habitable"
"K2-237 b",1.37275464425108,2.51692386911372,-0.512452513055325,-1.02269901417787,-0.509943113366064,-0.511096656903903,-0.506024325591814,1.62200324688019,1.39909152496366,"Jovian",0.7987851385335,-0.0383363129884983,"F",0.485600715515099,0.113867957695167,0.0928505906839674,"non-habitable"
"GJ 433 b",-0.492053690099286,-0.577906351183948,-0.45450149735579,-0.488099142441946,-0.453171740417451,-0.45698424402734,-0.444109792689737,-0.866588668810092,-0.647042445144797,"Superterran",-2.7188182533139,-0.314192480088567,"M",-0.98918251414491,-0.582462465427771,-0.551012478323781,"non-habitable"
"Kepler-259 c",-0.410220508125947,-0.519971249911623,-0.115019716513438,0.346554910984736,-0.123568402945911,-0.0515237842686559,-0.14969177061227,-0.532093761691579,-0.355081826182627,"Neptunian",0.632680204851473,-0.188803313224899,"G",-0.225405982825058,-0.186740189182873,-0.188125575785484,"non-habitable"
"Kepler-1254 b",-0.776158934756671,-0.743240484215413,-0.40049069269348,-0.337654277115676,-0.401096495027504,-0.381629195091798,-0.405640960512651,-0.145328768149595,-0.0328039891951728,"Superterran",-0.453489879461279,-0.235824250798775,"K",-0.690215233631371,-0.376861202726734,-0.358507039641059,"non-habitable"
"Kepler-54 d",-0.784849451113693,-0.747575809153351,-0.30603926509999,0.0456060258925479,-0.309273063990256,-0.272409940210639,-0.32095716287768,-1.0629329704451,-0.825639176445298,"Superterran",-1.44093711086912,-0.298518834230609,"M",-0.922662342200006,-0.516521221144034,-0.48889051416162,"non-habitable"
"Kepler-1376 b",-1.06351533000518,-0.838617632850042,-0.456485417565542,-0.644337686206652,-0.455533234510877,-0.446378900666642,-0.455845029106511,0.658024521416287,0.621081115712939,"Terran",0.333874686986756,-0.166860209023758,"G",-0.250421325213927,-0.189012765488104,-0.186824340437459,"non-habitable"
"K2-118 b",-0.452139284068298,-0.550318524477187,-0.0591110799081778,0.520083870783098,-0.0598293968614372,-0.100995140234314,-0.0144962850481354,-1.18833046631612,-0.959384796546238,"Neptunian",-0.784370070279177,-0.242093709141958,"K",-0.761755519494703,-0.412442470814837,-0.390226114014824,"non-habitable"
"HD 20781 c",-0.561762929534747,-0.623237452373994,-0.362564985566662,-0.16991408520435,-0.363343223153647,-0.361208708313523,-0.35361541386769,-0.0424512953721685,0.0493649620013604,"Superterran",-0.124816402215843,-0.187627391674948,"K",-0.474414708538467,-0.277416347448533,-0.265802501720074,"non-habitable"
"Kepler-1494 b",-0.318731529572571,-0.448438388435651,0.212970149480408,0.836600106978123,0.19529554234694,0.327748500811005,0.144379247114288,-1.08221865623911,-0.843997164596212,"Neptunian",0.333874686986756,-0.176264396538533,"G",-0.286203357151879,-0.204391564389151,-0.201444939302793,"non-habitable"
"Kepler-1128 b",-0.191887624873689,-0.335719940049271,0.0452726052813873,0.623571580355444,0.0322639791698469,0.133830830221135,-0.00597596993920408,-0.923299362965938,-0.696277922517444,"Neptunian",0.205280426243702,-0.185668584053308,"G",-0.365538294113669,-0.235653611525909,-0.22968983425376,"non-habitable"
"K2-241 b",-0.452139284068298,-0.550318524477187,-0.239923364704807,0.175377124813384,-0.244996758432106,-0.195956576180634,-0.26167859322369,-0.620379827744791,-0.430229441357665,"Neptunian",-0.117732758065667,-0.235824250798775,"K",-0.620590260530413,-0.346304757758473,-0.332218266483501,"non-habitable"
"Kepler-970 b",-0.392851839582029,-0.50696527509781,-0.333098347022299,-0.073290778500451,-0.335579259736901,-0.303699808883059,-0.345217948300207,-0.708758344441497,-0.506347723369011,"Neptunian",-1.0738277375846,-0.260902084171508,"K",-0.836265111975778,-0.455435515743992,-0.430304874195887,"non-habitable"
"Kepler-130 d",-0.742113402347394,-0.725899184463663,0.188573368641196,0.814801804989638,0.171577572380813,0.299537193765167,0.122505442724328,-0.834727359599925,-0.616816030227229,"Superterran",0.575957943490258,-0.116704542278291,"G",0.0499149219144145,-0.0684140317754052,-0.0756876461517444,"non-habitable"
"Kepler-251 b",-0.861726647179672,-0.784426071125821,-0.470786593442918,-0.69165569415238,-0.46943649749362,-0.462916117869689,-0.468667258635472,0.635414050150071,0.602792586012193,"Terran",0.186208981656559,-0.191938042396491,"G",-0.394245047927959,-0.247826630447515,-0.241083469629826,"non-habitable"
"HD 204313 c",-0.0580908937597166,-0.19687031093104,-0.129401008359668,0.31631862828623,-0.132575060453353,-0.145626787922531,-0.104110605756975,-0.362069474568316,-0.219225645646015,"Neptunian",0.468455147945744,-0.126108729793066,"G",-0.0366719270717513,-0.101728921802409,-0.10573951202439,"non-habitable"
"Kepler-233 b",-0.483349178293256,-0.571995149166875,-0.415395465087136,-0.419806932933761,-0.415586560184647,-0.398864383341304,-0.41900436603588,0.0782153900831698,0.150391119362144,"Superterran",-0.00316260045586085,-0.232689521627183,"G",-0.584388746165244,-0.330713513332231,-0.318366843302413,"non-habitable"
"HD 117618 b",0.46141847409932,0.618493161600019,-0.190905143162785,0.154743615261226,-0.193245316473333,-0.205062570975616,-0.167874197130639,-0.179844090471127,-0.0677416532672239,"Jovian",0.686816287784509,-0.134872836958293,"G",0.0256104285965168,-0.0827030364304492,-0.0906310210497369,"non-habitable"
"Kepler-1277 b",-0.754747644035556,-0.732402171870569,-0.0943207884418868,0.400782789887149,-0.103445397473688,-0.0275885028397353,-0.131133408068337,-0.665673974317632,-0.469116509318735,"Superterran",0.244361700802737,-0.182533854881716,"G",-0.341000231838136,-0.225865982613238,-0.220819071216897,"non-habitable"
"HATS-5 b",0.603971474424634,0.934530266766469,-0.467987188474732,-0.69429007213256,-0.466692808160326,-0.462456764433433,-0.464005711091085,0.515541523780835,0.505667260114513,"Jovian",-0.0683722125439615,-0.198207500739674,"G",-0.491986252056156,-0.286493640602153,-0.275194652492287,"non-habitable"
"Kepler-619 c",-0.72140280529181,-0.715060872118818,-0.542198791029163,-1.22420677512285,-0.538861737189319,-0.545493874591001,-0.532694412519158,1.79068825158257,1.53508804362802,"Superterran",0.676442088860567,-0.122974000621474,"G",0.0710070349389011,-0.0630373804692242,-0.0719583621059209,"non-habitable"
"Kepler-769 c",-0.685182194826628,-0.695551909898099,-0.293880130779696,-0.0971432806207808,-0.297452242853095,-0.258349680622208,-0.310055457139279,0.333491941631601,0.358165922346253,"Superterran",0.886728250757394,-0.0696836047044151,"F",0.404459871659679,0.0731767679915847,0.0533173851759137,"non-habitable"
"WASP-13 b",0.797725050289255,1.60217030720887,-0.485410541880122,-0.735096849475631,-0.483653552280714,-0.479826574306686,-0.481778881420153,1.30199720959612,1.14103810068659,"Jovian",0.645215100340353,-0.0414710421600899,"G",0.387726612525676,0.0766388694230063,0.0602384580349007,"non-habitable"
"Kepler-358 b",-0.404392442193141,-0.515635924973685,-0.129197869610318,0.303169226600242,-0.137352066107998,-0.0679187436280522,-0.162403699677666,-0.462698894589137,-0.29652839530946,"Neptunian",0.601231822154348,-0.173129667366941,"G",-0.172135522143281,-0.16334934604442,-0.165693296060629,"non-habitable"
"WASP-35 b",1.11390985078409,1.77558330472638,-0.494618586401928,-0.87418173122978,-0.49260539411814,-0.490474330377803,-0.490034682298616,1.17223345024671,1.0363588092621,"Jovian",0.686816287784509,-0.132378188136249,"G",0.0361764227173318,-0.0782226682072869,-0.086407726322294,"non-habitable"
"Kepler-1553 b",-0.974483990028074,-0.819108670629323,-0.481139037849619,-0.746608546828234,-0.479500897675447,-0.474887204947005,-0.477949112065338,0.545721724297879,0.530208578234277,"Terran",-0.0871299962049117,-0.217015875769225,"K",-0.556258067499759,-0.315986683391322,-0.303352265297939,"non-habitable"
"Kepler-301 c",-0.857052204338918,-0.782258408656852,-0.45450149735579,-0.634769483360148,-0.453604514477682,-0.444084787252228,-0.454066274652003,0.625098138619028,0.594447391988378,"Terran",0.502717270893991,-0.188803313224899,"G",-0.273924815989271,-0.203631593147694,-0.202671158108577,"non-habitable"
"Kepler-93 b",-0.75708341584297,-0.738905159277476,-0.46213196769008,-0.697814032386761,-0.461022676218317,-0.452908309622803,-0.460907645101476,0.710683105359313,0.66366160652699,"Superterran",0.344836726958832,-0.163725479852166,"G",-0.234330870038517,-0.182407545778197,-0.180681493058025,"non-habitable"
"Kepler-259 b",-0.384295684788929,-0.500462287690903,-0.410835394583633,-0.441034049730411,-0.411153368118927,-0.393591329081694,-0.414915872113037,0.405157044165185,0.416315351170458,"Neptunian",0.632680204851473,-0.188803313224899,"G",-0.225405982825058,-0.186740189182873,-0.188125575785484,"non-habitable"
"Kepler-1148 b",-0.72140280529181,-0.715060872118818,-0.5502804378715,-1.25085495022272,-0.546718521998211,-0.554839116572219,-0.539940301365849,1.27593038995923,1.12001241180064,"Superterran",-0.368140545115331,-0.229554792455591,"K",-0.656971312884267,-0.360840093088427,-0.343778896195632,"non-habitable"
"Kepler-196 b",-0.64646240247728,-0.67387528520841,-0.279983784742229,0.0391435324695409,-0.283942545810368,-0.242280589890036,-0.297596192248469,-0.517456696709775,-0.342696805099927,"Superterran",-0.277891596498226,-0.226420063284,"K",-0.629127027576266,-0.348138022897397,-0.332382130387226,"non-habitable"
"Kepler-1465 b",-0.69311621935904,-0.699887234836037,-0.193949796915966,0.266817947035899,-0.20030234947554,-0.142794872370963,-0.2204593505888,-0.966273567504182,-0.735493727353478,"Superterran",-0.784751039822055,-0.248363167485142,"K",-0.774869328299245,-0.419973861031524,-0.397630776061588,"non-habitable"
"WASP-157 b",0.668634717163591,1.12094923909779,-0.478033181619323,-0.778156102784851,-0.476481458132388,-0.471295736698364,-0.47516444583857,0.974999601266232,0.877183365196457,"Jovian",0.45663374879786,-0.126108729793066,"G",-0.041876687202892,-0.103565307290262,-0.107317989843775,"non-habitable"
"Kepler-1350 b",-0.458293980576016,-0.554653849415124,-0.492648745476441,-0.720447177454263,-0.490690361630179,-0.488196497595411,-0.488268551128794,-0.354840162139134,-0.20625207755013,"Neptunian",-2.09473858855477,-0.304788292573792,"M",-0.963018238263975,-0.552457069835106,-0.522161787798205,"non-habitable"
"Kepler-529 c",-0.616582548387251,-0.65653398545666,-0.341870156883736,-0.210550437571552,-0.344107004614936,-0.313843123403923,-0.353082627428143,0.365255290727476,0.383946673239929,"Superterran",0.786556724936651,-0.113569813106699,"F",0.164203753507742,-0.0274010074435623,-0.0398349468619726,"non-habitable"
"Kepler-635 b",-0.424962827302719,-0.530809562256467,-0.198652885498962,0.104038625077542,-0.204874580315941,-0.148233306111592,-0.224676072473999,0.210321277935671,0.258058468711389,"Neptunian",0.874671956988394,0.00241516624219375,"F",0.693124297134635,0.206816925761556,0.178963377228062,"non-habitable"
"Kepler-1004 b",0.217856048488778,0.171513077689437,-0.451048514860977,-0.646171631676346,-0.450247607037913,-0.440091918273854,-0.450970379986584,1.56054396469166,1.34953788429691,"Jovian",-0.469702344219672,0.591744250501432,"K",1.4532445705491,0.705795248637029,0.695640665662143,"non-habitable"
"Kepler-1316 b",-0.214849932377036,-0.35739656473896,0.215417924781912,0.817636109382029,0.197675211265865,0.330578994762853,0.146573887402634,-0.875959724667611,-0.653596626514526,"Neptunian",0.575957943490258,-0.119839271449882,"G",0.0371203001313638,-0.0738817038721316,-0.0808546523955868,"non-habitable"
"Kepler-148 c",-0.203290500748812,-0.346558252394116,-0.477799086919745,-0.753242141210989,-0.476253876834247,-0.471025040433511,-0.47495455988267,0.558184210150385,0.540297616307381,"Neptunian",-0.105944610957886,-0.204476959082858,"K",-0.52213608626756,-0.299717877483222,-0.28749212906014,"non-habitable"
"K2-47 b",-0.650264636007661,-0.676042947677379,-0.19528322848201,0.263602594248652,-0.201598679923551,-0.144336790855299,-0.221654886238985,-0.791352149351897,-0.578477796698148,"Superterran",-0.368140545115331,-0.232689521627183,"K",-0.665295945203213,-0.365066333302166,-0.347879904852511,"non-habitable"
"Kepler-981 b",-0.518990972504375,-0.595839436325532,-0.471402783253142,-0.723177768437568,-0.470035542568815,-0.46362865121781,-0.46921972559678,0.776191687920025,0.716610677815098,"Superterran",0.398272776673721,-0.169994938195349,"G",-0.238328422345103,-0.185581145832621,-0.184351071221595,"non-habitable"
"HATS-26 b",1.07273511081951,2.75103141576236,-0.484010142109796,-0.855799017655601,-0.479052146283112,-0.509863612994147,-0.456248703750657,1.72005183907863,1.46048937816505,"Jovian",0.770214625948668,0.168555812336553,"F",1.22305370410316,0.487707340106666,0.44505487863512,"non-habitable"
"Kepler-366 b",-0.81136153169859,-0.760581783967164,-0.489531220395136,-0.858428430101112,-0.487659577907755,-0.484591536028087,-0.485473422777284,1.16696757939934,1.03211027224674,"Terran",0.909770926663786,-0.141782375651024,"F",0.0998866689974849,-0.0595192401182505,-0.0715073806397291,"non-habitable"
"HD 185269 b",1.27841558366734,1.61849120064048,-0.415395465087136,-0.524454362673776,-0.411111338713182,-0.445782555596376,-0.383216870048477,1.19193510464254,1.03688648374817,"Jovian",0.616975920923764,0.156016895650187,"G",1.08044357808436,0.419193039114084,0.384110540431296,"non-habitable"
"Kepler-106 d",-0.392337271562031,-0.858126595070762,-0.227187969488552,0.115896858264951,-0.232615710160343,-0.181229955190605,-0.25026022021681,-0.160954105924188,-0.0456707444195998,"Superterran",0.548461330988029,-0.144917104822616,"G",-0.0776133280927022,-0.121747594654327,-0.125741807875092,"non-habitable"
"Kepler-1245 c",-0.820347827373573,-0.764917108905102,-0.50567985859938,-0.904887116795356,-0.503358899816099,-0.503265073071952,-0.49995206057675,0.80315991613141,0.738402076786342,"Terran",-0.0660314684410077,-0.210746417426041,"G",-0.531192711770016,-0.304627332600122,-0.292655122658893,"non-habitable"
"Kepler-691 b",-0.587626694025666,-0.639192685704909,-0.445382867309578,-0.441090900891914,-0.444739599266381,-0.433540425938066,-0.445890641512131,-0.800909137512734,-0.586895738280178,"Superterran",-2.27914220421521,-0.314192480088567,"M",-0.976508548916806,-0.567085371751423,-0.536494899140886,"non-habitable"
"K2-26 b",-0.419036093504034,-0.526474237318529,-0.371964145381734,-0.145386949570656,-0.373363664338226,-0.348642417431534,-0.380064466632967,-1.07810555888412,-0.840070394809749,"Neptunian",-2.16324985589949,-0.307923021745384,"M",-0.968079828953693,-0.557752238288059,-0.527321349304775,"non-habitable"
"WASP-161 b",1.70029696750847,1.43526029709827,-0.437632626305407,-0.635888014725446,-0.437204999329666,-0.424578406313882,-0.438941886394905,1.30505064325526,1.1435008764991,"Jovian",1.0978923389141,0.0651097496740276,"F",1.07689284234842,0.385833891076753,0.342923271392101,"non-habitable"
"HAT-P-2 b",2.28166657818335,1.378937232841,-0.435698957332794,-0.616611543321724,-0.415024013593869,-0.51769847280142,-0.365673519335823,1.16485575921463,0.943339829579437,"Jovian",1.07845876326211,-0.0352015838169066,"F",0.661188349104995,0.180797673329958,0.151469188410538,"non-habitable"
"Kepler-743 b",-0.923613351976637,-0.808270358284479,-0.497914998174194,-0.871839336243072,-0.495810087226049,-0.494286148226634,-0.492990197895962,0.810674911195632,0.744473826869626,"Terran",0.141102598259528,-0.204476959082858,"G",-0.452280856517944,-0.272625055204931,-0.264258230988615,"non-habitable"
"Kepler-218 b",-0.802450099064257,-0.756246459029226,-0.487180309363332,-0.816530985018774,-0.485374078127565,-0.481873051429944,-0.48336562960626,0.926296894487152,0.837861298090441,"Terran",0.159184486286072,-0.138647646479432,"G",-0.212165898641768,-0.167893338253013,-0.164418953972246,"non-habitable"
"K2-54 b",-0.974483990028074,-0.819108670629323,-0.438093247988982,-0.348149271982351,-0.437652804772884,-0.425111047887906,-0.439354873201268,-1.03503140636235,-0.799312860904772,"Terran",-2.14196310534998,-0.351809230147667,"M",-0.995515302545829,-0.59172576958595,-0.562343690033154,"non-habitable"
"Kepler-993 b",-0.342737743994293,-0.467947350656371,-0.302320927105858,0.0723227927397367,-0.305658184246492,-0.268110226426923,-0.317623354270904,-1.24369530161337,-1.00410511223481,"Neptunian",-2.06883659466625,-0.3016535634022,"M",-0.959468246090895,-0.548830247943182,-0.518550580814373,"non-habitable"
"WTS-2 b",1.32670591044303,1.91214604027142,-0.55254342279865,-1.27383840721559,-0.548918542111097,-0.557455927496606,-0.541969261250358,1.27738786231129,1.12118807290966,"Jovian",-0.434835632836848,-0.235824250798775,"K",-0.686635494826195,-0.375218455763045,-0.357089551419342,"non-habitable"
"HATS-23 b",1.45379554262368,2.98947428734893,-0.515612059421262,-1.02619120387776,-0.512504683584902,-0.525415137388794,-0.500618927731023,1.42724934049722,1.23830991244973,"Jovian",0.465233361086637,-0.0947614380771487,"G",0.0855855749117608,-0.0491361481559903,-0.0558621628112626,"non-habitable"
"HD 47366 c",1.56383145089222,1.54795186724351,1.97904813288814,1.94577863935549,1.97146492760817,1.80398968809093,2.09360641684758,-0.908394036390069,-0.705646941942517,"Jovian",-0.603500074180783,1.81742335659378,"K",3.12351903527417,2.19890796671521,2.16144545994454,"non-habitable"
"HATS-11 b",1.80978600340333,2.44539100763775,-0.476161048007823,-0.816548804684777,-0.474661414370762,-0.469130888127031,-0.473485917647505,1.52183991133844,1.31832999870879,"Jovian",1.25404850770612,0.0118193537569688,"G",0.967289618589223,0.319469093035022,0.278538872632129,"non-habitable"
"KIC 8540376 b",-0.105853593451413,-0.249013441290518,-0.151604502123652,0.266518133333046,-0.159135261214589,-0.09382873535454,-0.182493165573374,0.0161871937991714,0.0997037778080062,"Neptunian",1.16927236654528,-0.0759530630475985,"F",0.535802506231272,0.118568292828813,0.0921290260297558,"non-habitable"
"K2-131 b",-0.7173118127625,-0.71289320964985,-0.574479703641648,-1.48826847691817,-0.570244472512805,-0.582822026343176,-0.561637016572887,2.00221073957516,1.70560515271257,"Superterran",-0.137824106552496,-0.235824250798775,"K",-0.62507561449911,-0.348192660843961,-0.333838805930136,"non-habitable"
"Kepler-225 c",-0.669506468815287,-0.686881260022223,-0.33900190436873,-0.0126522095192871,-0.341318557751618,-0.310526409083328,-0.350510993290519,-1.2896071193254,-1.05227379134335,"Superterran",-2.33453649044092,-0.32046193843175,"M",-0.982180505390707,-0.573818235666977,-0.543255708093338,"non-habitable"
"Kepler-213 c",-0.509129135727513,-0.589336448918626,-0.461467616226785,-0.688608909759414,-0.460376809529706,-0.452140084370427,-0.460311997091598,0.906381993864021,0.82177993852889,"Superterran",0.374337941736393,-0.0947614380771487,"G",0.0429344062852721,-0.0644037041412288,-0.0689776498078545,"non-habitable"
"Kepler-608 b",-0.194155897757282,-0.33788760251824,-0.437091655764325,-0.555271342131347,-0.436679080638569,-0.423952853043645,-0.438456859953329,0.623898516784078,0.593476884477225,"Neptunian",0.508053693007753,-0.154321292337391,"G",-0.132806645958961,-0.143875552626449,-0.146168874935762,"non-habitable"
"KELT-6 b",0.968755190257082,1.77558330472638,-0.393052970036184,-0.457620937334952,-0.389250089035826,-0.423430658056722,-0.360573809088151,0.996219011988253,0.880156385069734,"Jovian",0.801838483197966,0.0713792080172109,"F",0.909202296749175,0.317602402661759,0.284374283097367,"non-habitable"
"Kepler-454 b",-0.492053690099286,-0.587168786449657,-0.3875547158513,-0.309299315255766,-0.388520446070577,-0.36667063080261,-0.394042748891873,0.35854719405333,0.378503117207102,"Superterran",0.379785783152234,-0.141782375651024,"G",-0.135971165488952,-0.141342204303529,-0.142118750033635,"non-habitable"
"HD 20781 e",-0.156767116994954,-0.301398495157125,0.116853027477941,0.802108895080252,0.102937595769127,0.173252651812212,0.091309072784118,-1.11347619463294,-0.875084048789181,"Neptunian",-0.124816402215843,-0.187627391674948,"K",-0.474414708538467,-0.277416347448533,-0.265802501720074,"non-habitable"
"Kepler-1497 b",-0.7337776437804,-0.721563859525725,-0.404214064007614,-0.404302237303916,-0.40471626804524,-0.385934729173569,-0.408979281922075,0.336716140866474,0.360783473157426,"Superterran",0.351404674722455,-0.173129667366941,"G",-0.267871978352114,-0.196971084534077,-0.194602354920095,"non-habitable"
"K2-213 b",-0.789222033483607,-0.74974347162232,-0.406463006972737,-0.440092251033301,-0.406902636896681,-0.388535302623639,-0.410995651984481,0.607459466932689,0.580176595993521,"Superterran",0.480254086523817,-0.0947614380771487,"G",0.0927338074395376,-0.046585188612014,-0.0536691811236707,"non-habitable"
"Kepler-588 b",-0.427941308052974,-0.532977224725436,-0.474807828944575,-0.74882516774446,-0.473345846988687,-0.467566088297695,-0.472272640810642,0.879590989818723,0.800143619579323,"Neptunian",0.524035499971341,-0.157456021508982,"G",-0.13893370751197,-0.14696316265697,-0.149288293844935,"non-habitable"
"Kepler-537 b",-0.829409520092116,-0.769252433843039,-0.492149016109708,-0.862884996716469,-0.490204536627713,-0.487618633708465,-0.487820500933653,0.993837753460356,0.892390966616368,"Terran",0.446944928892846,-0.160590750680574,"G",-0.182574329697447,-0.163186401564828,-0.163703479431859,"non-habitable"
"Kepler-119 c",-1.1732997782531,-0.864629582477668,-0.480141037831918,-0.759132673627265,-0.478530665799281,-0.47373316396444,-0.477054319538724,0.678354446427456,0.637522159984498,"Terran",0.263255656950375,-0.20761168825445,"G",-0.4264307024951,-0.263753117804109,-0.25712867133583,"non-habitable"
"CoRoT-5 b",0.918710831033224,1.96633760199564,-0.479040042965554,-0.768613693312173,-0.477004171538475,-0.484543396239487,-0.466737932224905,1.16419349075158,1.02754354089418,"Jovian",0.799803086905859,-0.0978961672487404,"F",0.238041279236703,0.00388946953899904,-0.0105823941994564,"non-habitable"
"Kepler-266 c",-0.145618354490685,-0.290199028200926,0.327375371036718,0.928385911274012,0.306517577201615,0.460041398560232,0.246953330720054,-1.07174000607635,-0.8340056367106,"Neptunian",0.577013077981224,-0.148051833994207,"G",-0.078232254537759,-0.122933497062486,-0.127222160869877,"non-habitable"
"Kepler-403 b",-0.894991955002278,-0.799599708408603,-0.417678676859652,-0.510967343691815,-0.417806244355429,-0.401504583652552,-0.421051461020338,0.858091818227621,0.782778909013464,"Terran",0.789616086538046,-0.0540099588464567,"F",0.416486922784119,0.0830259618839301,0.0639862400900019,"non-habitable"
"K2-157 b",-1.06351533000518,-0.838617632850042,-0.573764481665037,-1.48990606354418,-0.569549150721289,-0.581994976786062,-0.560995758789129,2.19965511437345,1.86476505896267,"Terran",0.107056493071159,-0.195072771568083,"G",-0.430048973685392,-0.261974844392806,-0.253691741212022,"non-habitable"
