"","P_MASS_EST","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_TEMP_EQUIL","S_TEMPERATURE","S_RADIUS_EST","P_HABITABLE"
"23",-0.624761679896111,-0.0658427016628679,0.606465256105904,-1.6806836828302,-2.3392042799662,-0.325861377126919,"habitable"
"92",-0.415150021666029,-0.290716439642182,0.20999858153587,-1.42697760583346,-2.68291005716069,-0.347332919265878,"habitable"
"Kepler-883 b",-0.689141107411844,-0.340740421942418,-0.204574923989142,0.353412499043618,0.816067608317516,-0.129243458964657,"non-habitable"
"Kepler-1074 b",-0.894991955002278,-0.468076102197052,-0.591208748125519,-0.246708545014627,-1.81714187948367,-0.292249375887425,"non-habitable"
"Kepler-1494 b",-0.318731529572571,0.212970149480408,0.836600106978123,-0.843997164596212,0.333874686986756,-0.176264396538533,"non-habitable"
"Kepler-32 b",1.93371002487336,-0.477799086919745,-0.594753575305113,-0.280625452839022,-1.97742896374091,-0.304788292573792,"non-habitable"
"103",-0.663851751492474,-0.131949487520007,0.449004332108495,-1.73956677898185,-2.58767829434258,-0.345538513278868,"habitable"
"HATS-66 b",2.05654602234198,-0.484503010764186,-0.876861884419109,1.524163306214,1.31336661833997,0.10586122890472,"non-habitable"
"Kepler-764 b",-0.742113402347394,-0.427169882172863,-0.490351571558081,0.378914179783524,0.220942462368212,-0.191938042396491,"non-habitable"
"Kepler-853 b",-0.72140280529181,-0.409935698271981,-0.501592036037463,0.930200832821799,1.04919389274232,0.0149540829285605,"non-habitable"
"Kepler-316 c",-0.974483990028074,-0.459143382203596,-0.525159234824268,-0.293865328868523,-1.51142254800357,-0.307923021745384,"non-habitable"
"76",-0.499699322736276,-0.126381891643653,0.453013905104468,-1.43113291291576,-2.06533614315638,-0.311727467596763,"habitable"
"56",-0.773505550837232,-0.198334759291012,0.425933781694383,-1.60548778680842,-2.52974814966057,-0.348170175529718,"habitable"
"TRAPPIST-1 e",-1.20104730663777,-0.529438206928559,-0.579097699185228,-1.61876014439878,-4.5932378730384,-0.433312188609051,"habitable"
"Kepler-444 b",-1.40970965181956,-0.49711646769065,-0.818835765591903,0.512491499009494,-0.377976213822229,-0.235824250798775,"non-habitable"
"Kepler-1570 b",-1.05384170092698,-0.213174002048377,0.169970390927435,-0.277572879648024,0.213116381897473,-0.191938042396491,"non-habitable"
"K2-256 b.1",-0.427941308052974,-0.459608053212895,-0.626137672679407,0.348521487616866,-0.168678334905142,-0.226420063284,"non-habitable"
"Kepler-1143 b.1",-0.729635611099079,-0.508428316213214,-0.911619132597075,0.63004049701033,-0.369369152109476,-0.229554792455591,"non-habitable"
"tau Cet f",-0.67942871670937,1.48553700094237,1.90519273086609,-1.99837630694883,-0.0217241507042608,-0.222344921630389,"non-habitable"
"Kepler-407 c",2.45946245444608,3.39223518194012,2.76132559734368,-2.62223041268802,0.129774623517411,-0.154321292337391,"non-habitable"
"HD 106515 A b",2.33258439208371,3.63223659372878,2.86660015732673,-2.42114500329446,-0.000846302767072418,0.0368971871297024,"non-habitable"
"Kepler-1653 b",-0.559550161631694,0.350211394870449,1.07298154127746,-1.47007855392586,-0.679240475157776,-0.254632625828325,"habitable"
"Kepler-79 d",-0.512744915407422,0.0224373529797924,0.532387043192598,-0.228387272926291,0.874671956988394,-0.0634141463612317,"non-habitable"
"HATS-26 b",1.07273511081951,-0.484010142109796,-0.855799017655601,1.46048937816505,0.770214625948668,0.168555812336553,"non-habitable"
"K2-146 b",-0.566489243562368,-0.534870722601458,-0.947452788935992,-0.350517212223772,-2.83286594901245,-0.367482876005626,"non-habitable"
"HIP 105854 b",2.25827308082003,0.860605258615694,1.22263116820235,-0.0125580321124905,-0.714211855274457,2.0747848410125,"non-habitable"
"Kepler-1553 b",-0.974483990028074,-0.481139037849619,-0.746608546828234,0.530208578234277,-0.0871299962049117,-0.217015875769225,"non-habitable"
"Kepler-1403 b.1",-0.569978576110969,-0.45272297403845,-0.654401287018506,0.835018874509423,0.758954434229566,-0.110435083935107,"non-habitable"
"465",-1.14704915515086,-0.516879372681017,-0.469917855739964,-1.73068362791056,-4.5932378730384,-0.433312188609051,"habitable"
"K2-179 b.1",-0.461387466396296,-0.466652377113848,-0.656432084572518,0.318853883928022,-0.416237254060742,-0.229554792455591,"non-habitable"
"Kepler-254 c",-0.566489243562368,-0.352311741747559,-0.227677294192364,0.212372899618309,0.652515455236267,-0.185668584053308,"non-habitable"
"HD 106515 A b.1",2.33258439208371,3.63223659372878,2.86660015732673,-2.42114500329446,-0.000846302767072418,0.0368971871297024,"non-habitable"
"Kepler-1280 b",-0.657914953652641,0.124346315885249,0.665521324709817,-0.336282514015312,0.927744872732936,-0.0571446880180484,"non-habitable"
"61 Vir b",-0.580940729403266,-0.47732862400874,-0.749526571352626,0.714717205617317,0.243248499395853,-0.169994938195349,"non-habitable"
"Kepler-94 c",2.34347121030569,1.74918480177804,2.04546565072099,-2.33474731629354,-0.712913100897319,-0.232689521627183,"non-habitable"
"WASP-94 B b",1.04920002488173,-0.51672956279417,-1.05344319047659,1.40743311936154,0.738428902300549,-0.0477405005032733,"non-habitable"
"Kepler-1187 b",-0.433928698840437,-0.272637406097495,-0.0105238571807145,0.127502440984669,0.671248483111967,-0.129243458964657,"non-habitable"
"Kepler-1547 b",-1.19019317958172,-0.558917081080319,-1.37104980388736,1.88305491268932,0.777369586533027,-0.101030896420332,"non-habitable"
"311",-0.74080750577644,0.00344472095327126,0.705595655809595,-1.70391457806433,-2.20918253333142,-0.316794079621628,"habitable"
"Kepler-896 b",-0.455211297007765,0.412724645525898,1.0895290539758,-1.26912874486861,-0.117732758065667,-0.217015875769225,"non-habitable"
"Kepler-489 b",0.378580363888469,-0.31393072647614,-0.0567291396601478,-0.305228496132115,-0.417475414573594,-0.232689521627183,"non-habitable"
"alf Tau b",2.14730517586096,1.61476682137776,1.89894053957267,0.594571137477959,-1.73546067119752,13.6666996252104,"non-habitable"
"HD 222582 b",2.26788302834161,1.49184734406551,1.8469516103829,-1.66829160751727,0.475966156761432,-0.116704542278291,"non-habitable"
"Kepler-544 b",-0.576997309676598,-0.236002771690849,0.0560669510286245,0.184100937444967,0.906770204676605,-0.0884919797339653,"non-habitable"
"HD 121504 b",1.46634709806126,0.103215523800397,0.638474357567109,-0.520304813795731,0.725050833921549,-0.135512917307841,"non-habitable"
"Kepler-1088 b",-0.824869218358933,-0.226666245228374,0.0967095741189549,0.0121764930832264,0.671248483111967,-0.132378188136249,"non-habitable"
"Kepler-1550 b",-0.33198545253898,0.76593374806286,1.33404425247345,-1.11886106973227,0.687852755120903,-0.122974000621474,"non-habitable"
"Kepler-100 c",-0.449884411842381,-0.341351173421891,-0.211293754776958,0.519595931268382,0.513385533321242,-0.00385429210098964,"non-habitable"
"Kepler-548 b",0.723447685867083,-0.473815623288835,-0.724751899611897,0.632734614979817,0.19631292427871,-0.188803313224899,"non-habitable"
"Kepler-1063 b",-0.798022299725966,-0.32485626736571,-0.162938391489485,0.296041011911819,0.639995301737959,-0.113569813106699,"non-habitable"
"67",-0.801420950119628,-0.233169432622809,0.370972544791569,-1.54555691900747,-2.70918783335473,-0.342754557265667,"habitable"
"318",-0.760817446078903,-0.0829167748475298,0.633595145797222,-1.72727012926285,-2.5927230129894,-0.328720103593017,"habitable"
"Kepler-385 c",-0.326659312565085,-0.303857394298594,-0.124607724494403,0.324241996236033,1.02568229236476,-0.116704542278291,"non-habitable"
"172",-0.461607773442204,0.380528651293329,1.08692535950039,-1.49701700145689,-0.870250438201775,-0.24003255762062,"habitable"
"K2-65 b",-0.76325860218268,-0.360332378186004,-0.218068752561184,-0.0258149249018299,-0.175820364480913,-0.20761168825445,"non-habitable"
"248",-0.478847106161966,0.499729800940834,1.20916732966423,-1.4647156739644,-0.542528973524928,-0.219633276969534,"habitable"
"HD 117207 b",1.52994535461771,3.22682902444117,2.68166158399348,-2.43766244855347,0.337165331256092,-0.122974000621474,"non-habitable"
"Kepler-1086 c",-0.350891013641376,0.423730058825695,1.15045041898924,-1.72503846611215,-1.29946669366457,-0.2640368133431,"non-habitable"
"Kepler-454 b",-0.492053690099286,-0.3875547158513,-0.309299315255766,0.378503117207102,0.379785783152234,-0.141782375651024,"non-habitable"
"241",-0.531451341232402,0.371381222862537,1.14092883492173,-1.49349632968463,-0.736529015336648,-0.2513511432464,"habitable"
"437",-1.22231296041614,-0.534720804138183,-0.640701518312811,-1.55065206540634,-4.5932378730384,-0.433312188609051,"habitable"
"HD 83443 b.1",0.771184779658567,-0.501319623311043,-0.898037159728217,0.836085320524652,0.0911042060526305,-0.176264396538533,"non-habitable"
"138",-0.489257405854132,-0.333863457037251,0.0909194629341151,-1.38441934982147,-2.71814139401404,-0.359025148279726,"habitable"
"Kepler-369 c",-0.829409520092116,-0.376901897067077,-0.134664944530156,-0.979751593519721,-2.48990114553419,-0.323596667603342,"non-habitable"
"Kepler-1188 b",-0.587626694025666,-0.293480915445214,-0.0609571948381687,0.14416655634467,0.606484291410756,-0.138647646479432,"non-habitable"
"Kepler-472 b.2",-0.285201681633182,-0.482329766541998,-0.75364621811767,0.422651166829514,-0.439804622125078,-0.226420063284,"non-habitable"
"Kepler-122 e",-0.436937783460362,-0.0949060421043412,0.36190196515918,-0.128765774535368,0.748700148491991,-0.0884919797339653,"non-habitable"
"Kepler-207 b",-0.767540769219131,-0.527454862560635,-1.1315254978334,1.61202183970264,0.613830292811766,0.0274929996149273,"non-habitable"
"K2-21 b.1",-0.669506468815287,-0.417678676859652,-0.37219125939219,-0.324259290407573,-1.48480843660157,-0.267171542514692,"non-habitable"
"18",-0.747133265102829,-0.350653399788829,0.0781635368573724,-1.39689400764284,-2.88788643015426,-0.360993594223174,"habitable"
"Kepler-1537 b",-0.954221966343491,-0.541092602664014,-1.16812075143644,0.99086588288895,-0.337504103937207,-0.229554792455591,"non-habitable"
"Kepler-197 b",-1.09212124984684,-0.45450149735579,-0.619467749220054,0.810350138800048,0.701311112044965,-0.119839271449882,"non-habitable"
"511",-0.679334861762968,-0.315949399118752,0.133377179640235,-1.35581045723698,-2.39738280227921,-0.359316765066447,"habitable"
"Kepler-529 c",-0.616582548387251,-0.341870156883736,-0.210550437571552,0.383946673239929,0.786556724936651,-0.113569813106699,"non-habitable"
"Kepler-1035 b",-0.964369311262844,-0.506488485138319,-0.93702989893077,0.990565207574129,0.446944928892846,-0.166860209023758,"non-habitable"
"Kepler-1252 b",-0.729635611099079,-0.315593128874745,-0.128350261249953,0.235862746636379,0.644171491560202,-0.129243458964657,"non-habitable"
"111",-0.785430004720823,-0.203323604957584,0.323497319689266,-1.35501077433398,-2.20381880172409,-0.317132320967314,"habitable"
"Kepler-611 b",-0.737936892335248,-0.511855560913888,-0.979856036101823,1.06806543581652,0.444789803404746,-0.154321292337391,"non-habitable"
"Kepler-283 c",-0.677312520412566,0.123460228489973,0.846489674973839,-1.52206344464562,-1.29803960092437,-0.292249375887425,"habitable"
"Kepler-104 b",-0.310876379112681,-0.376901897067077,-0.269799736622638,0.533668646581092,0.390667149229898,-0.0477405005032733,"non-habitable"
"HAT-P-2 b",2.28166657818335,-0.435698957332794,-0.616611543321724,0.943339829579437,1.07845876326211,-0.0352015838169066,"non-habitable"
"Kepler-1083 b",-0.252940854049496,-0.171754510805686,0.292948870658075,-0.617115990589415,-0.37428601224887,-0.229554792455591,"non-habitable"
"HATS-13 b.1",0.988912962106983,-0.499972886509128,-0.890008155778456,0.802950054304286,0.182837344238675,-0.191938042396491,"non-habitable"
"TRAPPIST-1 g",-1.02845139432613,-0.489296028079147,-0.230122888630001,-1.97650453404689,-4.5932378730384,-0.433312188609051,"habitable"
"448",-1.12848693327088,-0.507391479437605,-0.4423724792994,-1.63725682062335,-4.09407210011656,-0.430440084374662,"habitable"
"356",-0.483152018836975,0.455772632498736,1.22581849025675,-1.49445549760331,-0.6720026245149,-0.231872743984686,"habitable"
"Kepler-397 c",0.205358764963356,0.365872023047389,1.05406898983142,-1.25081705252392,-0.0648614271692117,-0.229554792455591,"non-habitable"
"324",-0.470578050523679,0.0166455933110794,0.682285345847696,-1.39645558725865,-1.33469958990333,-0.294407379818091,"habitable"
"Kepler-359 d.1",-0.122366121721688,0.179632371890565,0.745597535020049,-0.542541018830322,0.9486489358582,-0.129243458964657,"non-habitable"
"Kepler-1458 b",-0.395722690208473,-0.039665787126268,0.487953236492921,-0.51975708542471,0.327288162736666,-0.176264396538533,"non-habitable"
"466",-1.07070217744817,-0.490928278055843,-0.265246914024193,-1.87318481653115,-3.91238058178931,-0.43684622841839,"habitable"
"Kepler-362 c",-0.815845286098625,-0.135299347207095,0.360099857360588,-0.528393122901587,0.473821081081511,-0.24522843831355,"non-habitable"
"TOI 216 b",0.181837779658594,-0.298846429675344,-0.0624197800936584,-0.26878070009355,-0.402633756766248,-0.20761168825445,"non-habitable"
"181",-0.664680877800994,0.464184247389969,1.15550662164381,-1.51096931239695,-0.59713633973124,-0.241917373199282,"habitable"
"Kepler-232 b",-0.316105160886282,-0.468453534609585,-0.727083617533865,0.740516695135454,0.536791397708662,-0.166860209023758,"non-habitable"
"468",-1.04258077110376,-0.481355539837055,-0.280372826390051,-1.66083325966821,-3.50944560906764,-0.427076255539504,"habitable"
"HD 111591 b",1.9667701923,2.48141833427696,2.18505639355981,-0.854768845245601,-0.580575541877634,2.04625858611998,"non-habitable"
"HAT-P-33 b",1.234831441253,-0.466585201768117,-0.834133568188595,1.34634511689843,1.14236010760368,0.0901875830467611,"non-habitable"
"Kepler-359 c.1",-0.0698571387488411,0.060339064644747,0.587765535985589,-0.396009667768064,0.9486489358582,-0.129243458964657,"non-habitable"
"Kepler-271 c",-1.14711934865204,-0.427274285123028,-0.485468062779595,0.36149192252605,0.218707445597045,-0.198207500739674,"non-habitable"
"175",-0.504095108516895,0.322556098205655,1.03599842196612,-1.49524986230717,-0.893237171760326,-0.254632625828325,"habitable"
"HAT-P-66 b",1.15956860294842,-0.492755623356834,-0.899927368802009,1.44818274892764,0.699242493094574,0.118400145591086,"non-habitable"
"HD 83443 b",0.771184779658567,-0.501319623311043,-0.898037159728217,0.836085320524652,0.0911042060526305,-0.176264396538533,"non-habitable"
"482",-0.621594217583775,0.519951462857283,1.19895910549491,-1.34906247939498,-0.0324977950648499,-0.218939904083987,"habitable"
"278",-0.51770572192766,0.759211625982457,1.36706672228801,-1.4260645004459,0.0632163098393786,-0.189056327473469,"habitable"
"HD 40307 c",-0.476134461450791,-0.408786119772502,-0.35671378058265,0.0829064700623471,-0.489714426897019,-0.206112287731823,"non-habitable"
"Kepler-259 c",-0.410220508125947,-0.115019716513438,0.346554910984736,-0.355081826182627,0.632680204851473,-0.188803313224899,"non-habitable"
"Kepler-1093 b",-0.631404137303647,-0.202118649684755,0.139751075476855,0.0878411249667432,0.86662140453161,-0.0947614380771487,"non-habitable"
"Kepler-909 b",-0.806896487166325,-0.320531693647815,-0.168343159633407,0.394144617693611,0.854525973280457,-0.0853572505623736,"non-habitable"
"Kepler-296 b",-0.750518700821969,-0.410835394583633,-0.295418996621378,-0.779830157919079,-2.23750335952037,-0.32046193843175,"non-habitable"
"HIP 109600 b",1.73470611266885,0.715159395771888,1.34966245514349,-1.34992713920265,0.190701652521087,-0.182884461800642,"non-habitable"
"KOI-3680 b",1.58111096497555,0.453954025850036,1.07683711092445,-1.04588191606152,0.518712799695498,-0.169994938195349,"non-habitable"
"Kepler-252 c",-0.566489243562368,-0.408558528004538,-0.296160823624707,-0.495005651344636,-1.5055181082608,-0.298518834230609,"non-habitable"
"Kepler-681 b",-0.316105160886282,-0.23076051563054,0.16686147535068,-0.512416182170709,-0.408813470712016,-0.232689521627183,"non-habitable"
"Kepler-755 c.1",-0.894991955002278,-0.508797289854658,-0.916724149783424,0.630234873880387,-0.381668609549867,-0.229554792455591,"non-habitable"
"Kepler-1528 b",-0.81136153169859,-0.527112904611712,-1.09485727227853,1.26015558436198,0.547401333711134,-0.148051833994207,"non-habitable"
"Kepler-1346 b",-0.76325860218268,-0.486636351552423,-0.843197422018539,1.10102062036063,0.833302114284039,-0.091626708905557,"non-habitable"
"504",-0.681718018936267,-0.246292457505722,0.216071304153388,-1.81058422979255,-3.00912207125508,-0.376083031805233,"habitable"
"Kepler-479 b",-0.576997309676598,-0.363048478194173,-0.224341562696216,-0.0344386378763507,-0.135457041903434,-0.217015875769225,"non-habitable"
"Kepler-310 c",-0.248084645766311,0.0109519241531896,0.576231539774635,-0.606100290194302,0.483468091959986,-0.195072771568083,"non-habitable"
"143",-0.507331504684359,0.592068889472327,1.26343336828224,-1.42716891152141,-0.190588685490842,-0.21137931064724,"habitable"
"317",-0.679189057621693,0.0456104372380583,0.747110030810049,-1.59406167445606,-1.74698608832803,-0.305731461533666,"habitable"
"GJ 676 A c",2.17060058663902,4.38722020696953,3.25527459935408,-3.85281809793034,-2.24747124935175,-0.254632625828325,"non-habitable"
"K2-65 b.1",-0.76325860218268,-0.360332378186004,-0.218068752561184,-0.0258149249018299,-0.175820364480913,-0.20761168825445,"non-habitable"
"244",-0.523320839004874,0.417333395898079,1.13411824590326,-1.4676710427455,-0.617867766644757,-0.23892067174984,"habitable"
"Kepler-498 b",-0.329318267426291,-0.390709955941163,-0.356955570665404,0.333596423621678,0.426440976543968,-0.169994938195349,"non-habitable"
"Kepler-1053 b",-1.12915107594856,-0.52065481361367,-0.983513792275138,0.493402944673251,-1.04910311023926,-0.254632625828325,"non-habitable"
"BD+15 2940 b",1.32251587011287,0.46195233195268,1.06203080629844,0.75019902850209,-0.693464309454999,4.13712294357163,"non-habitable"
"Kepler-61 b",-0.566489243562368,-0.0334333852107164,0.608000907938318,-1.37352567617974,-1.79391534437235,-0.276575730029467,"habitable"
"125",-0.797526256068423,-0.38088982682851,-0.00632000871924311,-1.41822636333927,-2.8651807553324,-0.379068690226691,"habitable"
"Kepler-140 b",-0.750518700821969,-0.489531220395136,-0.862012353071685,1.15654477854151,0.776347953885893,-0.0665488755328234,"non-habitable"
"K2-63 b",-0.285201681633182,-0.227206889173025,0.0267343891463389,0.518677571560652,1.44777728889263,0.040031916301294,"non-habitable"
"omi UMa b",1.93371002487336,3.30842580552625,2.42447343434154,-0.651691730270017,-0.141376396113542,3.94903919327613,"non-habitable"
"430",-1.17627118839532,-0.506731871542492,-0.373272373914842,-1.81888918823369,-4.53439686270343,-0.432973628707499,"habitable"
"107",-0.573816341647342,-0.204530808303369,0.332942246587623,-1.77553008508014,-2.86508351923604,-0.362610902117426,"habitable"
"Kepler-403 b",-0.894991955002278,-0.417678676859652,-0.510967343691815,0.782778909013464,0.789616086538046,-0.0540099588464567,"non-habitable"
"223",-0.644192872131496,0.786002940913891,1.3793353209079,-1.35547554268386,0.323489547465042,-0.17893224647589,"habitable"
"Kepler-1150 b",-1.09212124984684,-0.512287520552019,-0.926161669051691,0.519937128525249,-0.748075161674232,-0.24522843831355,"non-habitable"
"Kepler-1189 b.1",-0.69311621935904,-0.479591809314882,-0.796651518633278,0.990256276925767,0.709578703922328,-0.107300354763515,"non-habitable"
"431",-1.01740105981278,-0.526617421972104,-0.678363013841387,-1.41627302300011,-3.68273985793326,-0.433312188609051,"habitable"
"117",-0.743546432014469,-0.111989611582072,0.590528118299843,-1.33791656322096,-1.86601740898539,-0.295384105059017,"habitable"
"HD 148284 b",2.92030464816109,1.07378948121747,1.55878179097864,-1.23292774135344,0.237679497111028,-0.00698902127258133,"non-habitable"
"Kepler-293 b",-0.318731529572571,-0.267058896257283,3.80786711843826e-05,-0.0276662590988867,0.490960975437585,-0.169994938195349,"non-habitable"
"247",-0.593776154810854,0.387316003448028,1.09984812167038,-1.48339080815105,-0.652510936146892,-0.250493092059221,"habitable"
"K2-21 c",-0.4676069960548,-0.347867116130664,-0.113148938655422,-0.58858254699695,-1.48480843660157,-0.267171542514692,"non-habitable"
"374",-0.608821197434118,-0.0324448898909125,0.611072363906784,-1.37182054695455,-1.75427708451304,-0.278739565237957,"habitable"
"81 Cet b.1",2.05390313404546,2.48141833427696,2.12803387845363,-0.643507690178133,-0.707720797892782,2.97727315008271,"non-habitable"
"Kepler-307 b",-0.427666269886901,-0.384867686990821,-0.316469606001299,0.0780288558773952,0.00494066441308624,-0.217015875769225,"non-habitable"
"208",-0.637255909709515,0.763715261124802,1.3634494060409,-1.35491114171178,0.290078720928072,-0.181865640594511,"habitable"
"HD 141399 b",0.902489071547429,0.255482469659774,0.856396709443102,-0.69523918338531,0.268801780415942,-0.0824282223190217,"non-habitable"
"K2-239 c",-1.11080786928419,-0.460072812086619,-0.462054108673663,-0.884015113468641,-2.7928013324201,-0.358078688490851,"non-habitable"
"Kepler-342 d",-0.4676069960548,-0.0650408229444043,0.38229189841082,-0.00409020996452949,0.875677542616317,-0.010123750444173,"non-habitable"
"341",-0.803441447361232,0.208775284063787,0.919960486690693,-1.57946385416948,-1.24726917066729,-0.285650164994473,"habitable"
"Kepler-338 c",-0.509129135727513,-0.207625461360304,0.123161393599528,0.3217296599215,0.616975920923764,0.0745139371888026,"non-habitable"
"HD 120084 b.1",1.97729139150979,3.50129940752919,2.55960926257476,-1.20966388473681,-0.570413962139811,2.38794406582347,"non-habitable"
"194",-0.489527135496722,0.476852507371135,1.21379603042415,-1.47816625626306,-0.482422571193374,-0.237157757691389,"habitable"
"Kepler-1152 b.1",-1.2066027306336,-0.543376568994212,-1.12418490688074,0.358738325155188,-1.8763741993318,-0.304788292573792,"non-habitable"
"Kepler-196 c",-0.539044001327658,-0.0690019475670439,0.481606869605686,-0.764879178020347,-0.277891596498226,-0.226420063284,"non-habitable"
"HD 13724 b.1",2.8124586842423,5.78109829880249,3.64151534908535,-3.32806759941157,0.559051364304174,-0.135512917307841,"non-habitable"
"Kepler-106 d.1",-0.392337271562031,-0.227187969488552,0.115896858264951,-0.0456707444195998,0.548461330988029,-0.144917104822616,"non-habitable"
"275",-0.498195185175788,0.89665503819498,1.46055857890418,-1.44217380252748,0.160283932721979,-0.166624340310959,"habitable"
"Kepler-1040 b",-0.587626694025666,0.658540753341925,1.27093229526048,-1.22636788732669,0.372157466281543,-0.169994938195349,"non-habitable"
"HD 15337 c",-0.39184671594654,-0.304293613537713,-0.0596962140819964,-0.204714327707283,-0.281524942695465,-0.201342229911266,"non-habitable"
"Kepler-678 b",0.0652448029033196,-0.426917730922877,-0.494462152195102,0.384513956340935,0.179463875238568,-0.185668584053308,"non-habitable"
"Kepler-299 b.1",-0.866420458394102,-0.501319623311043,-0.906215820398391,0.954299906550262,0.287621635899924,-0.148051833994207,"non-habitable"
"484",-0.585656609407716,0.55698408681648,1.22625428952223,-1.37468282917331,-0.0391923980356174,-0.216824070312357,"habitable"
"Kepler-228 c",-0.410220508125947,-0.47312186895956,-0.758126712413181,0.850585462765252,0.741512060344005,-0.154321292337391,"non-habitable"
"Kepler-1633 b",-0.76325860218268,0.675195416156009,1.2291675582264,-0.852946663181226,0.956593915712599,-0.0571446880180484,"non-habitable"
"169",-0.661302066510684,-0.031219406805048,0.614880189055697,-1.36970661987484,-1.70513571172403,-0.281422171210365,"habitable"
"Kepler-1126 b.1",-0.709180276736973,0.286813333618454,0.932787558799205,-0.893731152055847,0.484539057562645,-0.179399125710124,"non-habitable"
"Kepler-1592 b",-0.780495116805834,-0.492938870553549,-0.888228210159757,1.20940401926334,0.913769635128829,-0.0696836047044151,"non-habitable"
"HD 158038 b",1.47249898805752,1.65441086302766,1.79508784601236,-0.915986754318007,-0.611160429631969,0.939699188548109,"non-habitable"
"440",-1.2157698561195,-0.533095432783042,-0.621747000486834,-1.57160784080529,-4.5932378730384,-0.433312188609051,"habitable"
"193",-0.500919077526091,0.416753988598801,1.20612825467259,-1.50372236991443,-0.69596670841783,-0.244970610718468,"habitable"
"191",-0.471677601888707,0.559285820346397,1.22746825993644,-1.44468339589295,-0.214109241267356,-0.224720398046046,"habitable"
"Kepler-287 c",-0.275144305599303,-0.0571376737031172,0.451412553800731,-0.382153466943132,0.493100139782409,-0.148051833994207,"non-habitable"
"88",-0.456924268840371,0.530961526070101,1.25239962812066,-1.47094097781337,-0.537258787401229,-0.212831123261737,"habitable"
"WASP-7 b",1.25470428288865,-0.450562776237828,-0.676255251243506,1.07325722974764,1.0978923389141,-0.0226626671305398,"non-habitable"
"197",-0.479538006878468,0.529550443529492,1.22051958976116,-1.45575714413905,-0.29517444028559,-0.230306986017709,"habitable"
"381",-0.725307558282609,0.364330466072837,1.07074885082262,-1.45914168914598,-0.548947700880293,-0.257430220414737,"habitable"
"423",-1.05618529490429,-0.485179734924035,-0.276716214163451,-1.73683528780251,-3.62297799165939,-0.431097468311842,"habitable"
"Wolf 1061 d",-0.413418756151094,0.349208384329548,1.31324342020323,-2.66122625549301,-2.93603048880611,-0.373752334348809,"non-habitable"
"Kepler-1351 b",-1.33857749473626,-0.557766935161103,-1.30264487111182,0.94786526584949,-1.17372255701428,-0.260902084171508,"non-habitable"
"TrES-1 b",1.19236278646744,-0.497752878365138,-0.891921200990737,0.670204856345598,-0.155605909381634,-0.204476959082858,"non-habitable"
"308",-0.821373414192942,-0.26585442373917,0.234044560061493,-1.39135802916236,-2.49085556242285,-0.338394577538201,"habitable"
"Kepler-65 e",1.18111560986278,0.922243127045026,1.40961908114807,-0.99863688069522,0.911770602749867,-0.0289321254737232,"non-habitable"
"199",-0.450462227966954,0.557700579195632,1.25778801996982,-1.46055484089236,-0.457657941665651,-0.208276654168212,"habitable"
"HD 169830 b.1",1.76838788249981,0.860605258615694,1.33413491952962,-0.774561340754752,0.999124900364116,0.0757897719616405,"non-habitable"
"405",-0.661533527518368,-0.148501447478211,0.475094937054595,-1.5516893977366,-2.33334892630277,-0.330005788087127,"habitable"
"alf Tau b.1",2.14730517586096,1.61476682137776,1.89894053957267,0.594571137477959,-1.73546067119752,13.6666996252104,"non-habitable"
"17",-0.778454170172709,-0.384407455097856,-0.0213318958586014,-1.40574880718829,-2.8775054687755,-0.378719883412284,"habitable"
"54",-0.658230060480647,-0.218114434036312,0.282601891531683,-1.80461605050699,-2.93684265734798,-0.368472360147937,"habitable"
"K2-18 b",-0.351921673215688,-0.269423376763219,0.285219838526213,-1.46480023066686,-2.72599743796509,-0.342405042632892,"habitable"
"K2-5 c",-0.532310117165033,-0.404465475774107,-0.292260549602457,-0.589019955430879,-1.92985472163062,-0.292249375887425,"non-habitable"
"Kepler-250 d",-0.559550161631694,-0.303857394298594,-0.0455970588543427,-0.241005391494834,-0.239267602403123,-0.217015875769225,"non-habitable"
"173",-0.54187123722575,0.341394959366388,1.06119142056027,-1.4781031005285,-0.747462056598273,-0.254632625828325,"habitable"
"K2-218 b",-0.446027205136084,-0.399485534120984,-0.407835748661434,0.410282847319534,0.440477307376128,-0.154321292337391,"non-habitable"
"HD 154345 b",1.18111560986278,3.45920342960927,2.82087379984394,-2.78095121001218,0.120697342118035,-0.204476959082858,"non-habitable"
"K2-241 b",-0.452139284068298,-0.239923364704807,0.175377124813384,-0.430229441357665,-0.117732758065667,-0.235824250798775,"non-habitable"
"Kepler-1252 b.1",-0.729635611099079,-0.315593128874745,-0.128350261249953,0.235862746636379,0.644171491560202,-0.129243458964657,"non-habitable"
"Kepler-635 b.1",-0.424962827302719,-0.198652885498962,0.104038625077542,0.258058468711389,0.874671956988394,0.00241516624219375,"non-habitable"
"366",-0.594003780975141,0.625615162542755,1.2646706383821,-1.35280014563159,0.0749791557886587,-0.199924222420807,"habitable"
"243",-0.679021828849082,0.479731360149681,1.16676392284841,-1.51654724800817,-0.585936459906381,-0.240182877115155,"habitable"
"118",-0.691209349464417,-0.0327084114568447,0.613407222020977,-1.36770137235809,-1.68536563495083,-0.283104313820449,"habitable"
"Kepler-155 c",-0.539044001327658,-0.0650408229444043,0.538303081668002,-1.14273304872847,-1.07795809625476,-0.276575730029467,"non-habitable"
